gmDate,gmTime,seasTyp,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamMin,teamDayOff,teamPTS,teamAST,teamTO,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamTRB,teamPTS1,teamPTS2,teamPTS3,teamPTS4,teamPTS5,teamPTS6,teamPTS7,teamPTS8,teamTREB%,teamASST%,teamTS%,teamEFG%,teamOREB%,teamDREB%,teamTO%,teamSTL%,teamBLK%,teamBLKR,teamPPS,teamFIC,teamFIC40,teamOrtg,teamDrtg,teamEDiff,teamPlay%,teamAR,teamAST/TO,teamSTL/TO,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptMin,opptDayOff,opptPTS,opptAST,opptTO,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,opptFG%,oppt2PA,oppt2PM,oppt2P%,oppt3PA,oppt3PM,oppt3P%,opptFTA,opptFTM,opptFT%,opptORB,opptDRB,opptTRB,opptPTS1,opptPTS2,opptPTS3,opptPTS4,opptPTS5,opptPTS6,opptPTS7,opptPTS8,opptTREB%,opptASST%,opptTS%,opptEFG%,opptOREB%,opptDREB%,opptTO%,opptSTL%,opptBLK%,opptBLKR,opptPPS,opptFIC,opptFIC40,opptOrtg,opptDrtg,opptEDiff,opptPlay%,opptAR,opptAST/TO,opptSTL/TO,poss,pace
2017-10-22,09:30,Regular,Buchert,Nick,Nansel,Brett,Mott,Rodney,LAL,West,Pacific,Home,Loss,240,1,112,27,17,7,6,24,90,44,0.4889,63,35,0.5556,27,9,0.3333,20,15,0.75,9,29,38,22,33,28,29,0,0,0,0,47.5,61.3636,0.5668,0.5389,20.0,82.8571,14.6805,6.7323,5.7705,9.5238,1.2444,78.75,65.625,107.7163,114.4486,-6.7323,0.449,18.9076,1.5882,41.1765,NO,West,Southwest,Away,Win,240,2,119,26,18,14,5,20,83,47,0.5663,51,37,0.7255,32,10,0.3125,21,15,0.7143,6,36,42,34,34,26,25,0,0,0,0,52.5,55.3191,0.6451,0.6265,14.2857,85.7143,16.328,13.4645,4.8088,9.8039,1.4337,98.875,82.3958,114.4486,107.7163,6.7323,0.4947,19.084,1.4444,77.7778,103.9768,103.9768
2017-10-23,07:00,Regular,Orr,J.T.,Forte,Brian,Ford,Tyler,PHI,East,Atlantic,Away,Win,240,1,97,25,21,11,0,24,75,35,0.4667,51,26,0.5098,24,9,0.375,24,18,0.75,8,41,49,31,25,19,22,0,0,0,0,55.6818,71.4286,0.5669,0.5267,21.0526,82.0,19.7072,11.3886,0.0,0.0,1.2933,73.5,61.25,100.4269,89.0383,11.3886,0.3977,19.0027,1.1905,52.381,DET,East,Central,Home,Loss,241,1,86,14,14,5,2,21,85,33,0.3882,55,27,0.4909,30,6,0.2,19,14,0.7368,9,30,39,22,21,24,19,0,0,0,0,44.3182,42.4242,0.4606,0.4235,23.0769,76.9231,13.0402,5.1766,2.0707,3.6364,1.0118,43.125,35.7884,89.0383,100.4269,-11.3886,0.3667,11.5359,1.0,35.7143,96.5877,96.5877
2017-10-23,07:00,Regular,Orr,J.T.,Forte,Brian,Ford,Tyler,DET,East,Central,Home,Loss,241,1,86,14,14,5,2,21,85,33,0.3882,55,27,0.4909,30,6,0.2,19,14,0.7368,9,30,39,22,21,24,19,0,0,0,0,44.3182,42.4242,0.4606,0.4235,18.0,78.9474,13.0402,5.1766,2.0707,3.6364,1.0118,43.125,35.7884,89.0383,100.4269,-11.3886,0.3667,11.5359,1.0,35.7143,PHI,East,Atlantic,Away,Win,240,1,97,25,21,11,0,24,75,35,0.4667,51,26,0.5098,24,9,0.375,24,18,0.75,8,41,49,31,25,19,22,0,0,0,0,55.6818,71.4286,0.5669,0.5267,16.3265,83.6735,19.7072,11.3886,0.0,0.0,1.2933,73.5,61.25,100.4269,89.0383,11.3886,0.3977,19.0027,1.1905,52.381,96.5877,96.1869
2017-10-23,07:30,Regular,Voyard-Tadal,Vladimir,Garretson,Ron,Davis,Marc,ATL,East,Southeast,Away,Loss,240,1,93,14,21,9,1,17,76,36,0.4737,59,29,0.4915,17,7,0.4118,18,14,0.7778,6,35,41,23,21,29,20,0,0,0,0,50.0,38.8889,0.5541,0.5197,16.2162,77.7778,20.0152,9.1129,1.0125,1.6949,1.2237,56.0,46.6667,94.1671,105.3052,-11.1381,0.3956,11.7726,0.6667,42.8571,MIA,East,Southeast,Home,Win,241,1,104,21,19,12,6,19,85,39,0.4588,48,25,0.5208,37,14,0.3784,18,12,0.6667,10,31,41,26,36,15,27,0,0,0,0,50.0,53.8462,0.5596,0.5412,24.3902,75.6098,16.9764,12.1506,6.0753,12.5,1.2235,77.25,64.1079,105.3052,94.1671,11.1381,0.4149,15.799,1.1053,63.1579,98.7606,98.7606
2017-10-23,07:30,Regular,Voyard-Tadal,Vladimir,Garretson,Ron,Davis,Marc,MIA,East,Southeast,Home,Win,241,1,104,21,19,12,6,19,85,39,0.4588,48,25,0.5208,37,14,0.3784,18,12,0.6667,10,31,41,26,36,15,27,0,0,0,0,50.0,53.8462,0.5596,0.5412,22.2222,83.7838,16.9764,12.1506,6.0753,12.5,1.2235,77.25,64.1079,105.3052,94.1671,11.1381,0.4149,15.799,1.1053,63.1579,ATL,East,Southeast,Away,Loss,240,1,93,14,21,9,1,17,76,36,0.4737,59,29,0.4915,17,7,0.4118,18,14,0.7778,6,35,41,23,21,29,20,0,0,0,0,50.0,38.8889,0.5541,0.5197,14.6341,85.3659,20.0152,9.1129,1.0125,1.6949,1.2237,56.0,46.6667,94.1671,105.3052,-11.1381,0.3956,11.7726,0.6667,42.8571,98.7606,98.3508
2017-10-23,08:00,Regular,Goble,John,Lane,Karl,Blair,Curtis,MEM,West,Southwest,Away,Win,240,2,98,16,12,6,2,21,68,29,0.4265,49,23,0.4694,19,6,0.3158,37,34,0.9189,3,35,38,24,26,20,28,0,0,0,0,49.3506,55.1724,0.5814,0.4706,9.0909,79.5455,12.4636,6.4739,2.158,4.0816,1.4412,63.875,53.2292,105.7402,97.1083,8.6319,0.3766,14.2501,1.3333,50.0,HOU,West,Southwest,Home,Loss,240,2,90,25,18,5,2,31,77,32,0.4156,39,23,0.5897,38,9,0.2368,23,17,0.7391,9,30,39,26,31,19,14,0,0,0,0,50.6494,78.125,0.5165,0.474,23.0769,76.9231,17.1233,5.3949,2.158,5.1282,1.1688,53.625,44.6875,97.1083,105.7402,-8.6319,0.3721,19.213,1.3889,27.7778,92.68,92.68
2017-10-23,08:00,Regular,Goble,John,Lane,Karl,Blair,Curtis,HOU,West,Southwest,Home,Loss,240,2,90,25,18,5,2,31,77,32,0.4156,39,23,0.5897,38,9,0.2368,23,17,0.7391,9,30,39,26,31,19,14,0,0,0,0,50.6494,78.125,0.5165,0.474,20.4545,90.9091,17.1233,5.3949,2.158,5.1282,1.1688,53.625,44.6875,97.1083,105.7402,-8.6319,0.3721,19.213,1.3889,27.7778,MEM,West,Southwest,Away,Win,240,2,98,16,12,6,2,21,68,29,0.4265,49,23,0.4694,19,6,0.3158,37,34,0.9189,3,35,38,24,26,20,28,0,0,0,0,49.3506,55.1724,0.5814,0.4706,7.8947,92.1053,12.4636,6.4739,2.158,4.0816,1.4412,63.875,53.2292,105.7402,97.1083,8.6319,0.3766,14.2501,1.3333,50.0,92.68,92.68
2017-10-23,08:00,Regular,Taylor,Ben,Richardson,Leroy,Capers,James,CHA,East,Southeast,Away,Loss,240,3,94,17,14,3,5,21,78,33,0.4231,52,26,0.5,26,7,0.2692,36,21,0.5833,10,38,48,25,29,23,17,0,0,0,0,53.3333,51.5152,0.5009,0.4679,21.2766,88.3721,12.9822,3.0777,5.1294,9.6154,1.2051,61.0,50.8333,96.4331,105.6661,-9.233,0.4024,13.6174,1.2143,21.4286,MIL,East,Central,Home,Win,241,1,103,24,13,8,4,27,85,40,0.4706,59,31,0.5254,26,9,0.3462,16,14,0.875,5,37,42,18,35,30,20,0,0,0,0,46.6667,60.0,0.5595,0.5235,11.9048,88.0952,12.3762,8.2071,4.1035,6.7797,1.2118,75.5,62.6556,105.6661,96.4331,9.233,0.4301,18.5989,1.8462,61.5385,97.4769,97.4769
2017-10-23,08:00,Regular,Taylor,Ben,Richardson,Leroy,Capers,James,MIL,East,Central,Home,Win,241,1,103,24,13,8,4,27,85,40,0.4706,59,31,0.5254,26,9,0.3462,16,14,0.875,5,37,42,18,35,30,20,0,0,0,0,46.6667,60.0,0.5595,0.5235,11.6279,78.7234,12.3762,8.2071,4.1035,6.7797,1.2118,75.5,62.6556,105.6661,96.4331,9.233,0.4301,18.5989,1.8462,61.5385,CHA,East,Southeast,Away,Loss,240,3,94,17,14,3,5,21,78,33,0.4231,52,26,0.5,26,7,0.2692,36,21,0.5833,10,38,48,25,29,23,17,0,0,0,0,53.3333,51.5152,0.5009,0.4679,20.8333,79.1667,12.9822,3.0777,5.1294,9.6154,1.2051,61.0,50.8333,96.4331,105.6661,-9.233,0.4024,13.6174,1.2143,21.4286,97.4769,97.0724
2017-10-23,08:30,Regular,Taylor,Dedric,Brown,Tony,Collins,Derrick,GS,West,Pacific,Away,Win,240,2,133,33,16,6,8,23,86,48,0.5581,47,33,0.7021,39,15,0.3846,26,22,0.8462,10,40,50,40,25,34,34,0,0,0,0,54.3478,68.75,0.6825,0.6453,26.3158,74.0741,14.1044,5.8364,7.7819,17.0213,1.5465,118.25,98.5417,129.3735,100.1915,29.182,0.5217,22.5348,2.0625,37.5,DAL,West,Southwest,Home,Loss,240,2,103,21,12,11,0,20,96,38,0.3958,67,29,0.4328,29,9,0.3103,30,18,0.6,14,28,42,24,38,22,19,0,0,0,0,45.6522,55.2632,0.4716,0.4427,33.3333,66.6667,9.901,10.7001,0.0,0.0,1.0729,64.75,53.9583,100.1915,129.3735,-29.182,0.4043,14.7679,1.75,91.6667,102.8031,102.8031
2017-10-23,08:30,Regular,Taylor,Dedric,Brown,Tony,Collins,Derrick,DAL,West,Southwest,Home,Loss,240,2,103,21,12,11,0,20,96,38,0.3958,67,29,0.4328,29,9,0.3103,30,18,0.6,14,28,42,24,38,22,19,0,0,0,0,45.6522,55.2632,0.4716,0.4427,25.9259,73.6842,9.901,10.7001,0.0,0.0,1.0729,64.75,53.9583,100.1915,129.3735,-29.182,0.4043,14.7679,1.75,91.6667,GS,West,Pacific,Away,Win,240,2,133,33,16,6,8,23,86,48,0.5581,47,33,0.7021,39,15,0.3846,26,22,0.8462,10,40,50,40,25,34,34,0,0,0,0,54.3478,68.75,0.6825,0.6453,20.0,80.0,14.1044,5.8364,7.7819,17.0213,1.5465,118.25,98.5417,129.3735,100.1915,29.182,0.5217,22.5348,2.0625,37.5,102.8031,102.8031
2017-10-23,08:30,Regular,Workman,Haywoode,Mauer,Ken,Smith,Michael,TOR,East,Atlantic,Away,Loss,238,2,97,17,15,11,4,30,80,34,0.425,43,24,0.5581,37,10,0.2703,24,19,0.7917,5,29,34,23,27,24,23,0,0,0,0,38.2022,50.0,0.5356,0.4875,11.9048,61.7021,14.2099,11.1419,4.0516,9.3023,1.2125,56.75,47.6891,98.2515,102.3031,-4.0516,0.3778,13.8708,1.1333,73.3333,SA,West,Southwest,Home,Win,240,2,101,19,20,4,12,22,90,40,0.4444,70,35,0.5,20,5,0.25,23,16,0.6957,18,37,55,21,29,25,26,0,0,0,0,61.7978,47.5,0.5044,0.4722,32.7273,67.2727,16.65,4.0516,12.1548,17.1429,1.1222,74.625,62.1875,102.3031,98.2515,4.0516,0.4348,13.6573,0.95,20.0,98.7262,99.5558
2017-10-23,08:30,Regular,Workman,Haywoode,Mauer,Ken,Smith,Michael,SA,West,Southwest,Home,Win,240,2,101,19,20,4,12,22,90,40,0.4444,70,35,0.5,20,5,0.25,23,16,0.6957,18,37,55,21,29,25,26,0,0,0,0,61.7978,47.5,0.5044,0.4722,38.2979,88.0952,16.65,4.0516,12.1548,17.1429,1.1222,74.625,62.1875,102.3031,98.2515,4.0516,0.4348,13.6573,0.95,20.0,TOR,East,Atlantic,Away,Loss,238,2,97,17,15,11,4,30,80,34,0.425,43,24,0.5581,37,10,0.2703,24,19,0.7917,5,29,34,23,27,24,23,0,0,0,0,38.2022,50.0,0.5356,0.4875,14.7059,85.2941,14.2099,11.1419,4.0516,9.3023,1.2125,56.75,47.6891,98.2515,102.3031,-4.0516,0.3778,13.8708,1.1333,73.3333,98.7262,98.7262
2017-10-23,09:00,Regular,Twardoski,Scott,Stafford,Derrick,Wall,Scott,WAS,East,Southeast,Away,Win,241,3,109,24,15,13,3,24,84,37,0.4405,54,28,0.5185,30,9,0.3,28,26,0.9286,10,28,38,29,27,22,31,0,0,0,0,46.3415,64.8649,0.5658,0.494,22.2222,75.6757,13.4747,12.8996,2.9768,5.5556,1.2976,79.5,65.9751,108.1583,103.1969,4.9614,0.4157,17.7357,1.6,86.6667,DEN,West,Northwest,Home,Loss,241,2,104,27,24,5,2,22,80,39,0.4875,57,31,0.5439,23,8,0.3478,23,18,0.7826,9,35,44,29,26,22,27,0,0,0,0,53.6585,69.2308,0.577,0.5375,20.4545,79.5455,21.0305,4.9614,1.9846,3.5088,1.3,69.625,57.7801,103.1969,108.1583,-4.9614,0.4105,19.1327,1.125,20.8333,100.7782,100.36
2017-10-23,09:00,Regular,Twardoski,Scott,Stafford,Derrick,Wall,Scott,DEN,West,Northwest,Home,Loss,241,2,104,27,24,5,2,22,80,39,0.4875,57,31,0.5439,23,8,0.3478,23,18,0.7826,9,35,44,29,26,22,27,0,0,0,0,53.6585,69.2308,0.577,0.5375,24.3243,77.7778,21.0305,4.9614,1.9846,3.5088,1.3,69.625,57.7801,103.1969,108.1583,-4.9614,0.4105,19.1327,1.125,20.8333,WAS,East,Southeast,Away,Win,241,3,109,24,15,13,3,24,84,37,0.4405,54,28,0.5185,30,9,0.3,28,26,0.9286,10,28,38,29,27,22,31,0,0,0,0,46.3415,64.8649,0.5658,0.494,26.3158,73.6842,13.4747,12.8996,2.9768,5.5556,1.2976,79.5,65.9751,108.1583,103.1969,4.9614,0.4157,17.7357,1.6,86.6667,100.7782,100.36
2017-10-23,10:00,Regular,Wright,Sean,Van Duyne,Justin,Boland,Matt,SAC,West,Pacific,Away,Loss,238,2,115,19,9,13,2,25,99,43,0.4343,77,34,0.4416,22,9,0.4091,29,20,0.6897,13,24,37,17,34,25,39,0,0,0,0,45.122,44.186,0.5145,0.4798,25.0,80.0,7.4528,12.6256,1.9424,2.5974,1.1616,73.375,61.6597,111.6884,113.6308,-1.9424,0.4526,13.5947,2.1111,144.4444,PHO,West,Pacific,Home,Win,240,1,117,20,21,6,5,25,77,42,0.5455,47,32,0.6809,30,10,0.3333,27,23,0.8519,6,39,45,36,23,28,30,0,0,0,0,54.878,47.619,0.6582,0.6104,13.3333,86.6667,19.1118,5.8272,4.856,10.6383,1.5195,81.875,68.2292,113.6308,111.6884,1.9424,0.4565,15.3988,0.9524,28.5714,102.965,103.8303
2017-10-23,10:00,Regular,Wright,Sean,Van Duyne,Justin,Boland,Matt,PHO,West,Pacific,Home,Win,240,1,117,20,21,6,5,25,77,42,0.5455,47,32,0.6809,30,10,0.3333,27,23,0.8519,6,39,45,36,23,28,30,0,0,0,0,54.878,47.619,0.6582,0.6104,20.0,75.0,19.1118,5.8272,4.856,10.6383,1.5195,81.875,68.2292,113.6308,111.6884,1.9424,0.4565,15.3988,0.9524,28.5714,SAC,West,Pacific,Away,Loss,238,2,115,19,9,13,2,25,99,43,0.4343,77,34,0.4416,22,9,0.4091,29,20,0.6897,13,24,37,17,34,25,39,0,0,0,0,45.122,44.186,0.5145,0.4798,35.1351,64.8649,7.4528,12.6256,1.9424,2.5974,1.1616,73.375,61.6597,111.6884,113.6308,-1.9424,0.4526,13.5947,2.1111,144.4444,102.965,102.965
2017-10-24,07:00,Regular,Scott,Kevin,Zarba,Zach,DeRosa,Joe,CHI,East,Central,Away,Loss,240,2,112,28,12,3,3,20,88,42,0.4773,55,25,0.4545,33,17,0.5152,13,11,0.8462,8,31,39,38,30,24,20,0,0,0,0,50.0,66.6667,0.5975,0.5739,20.5128,79.4872,11.3507,3.2064,3.2064,5.4545,1.2727,84.375,70.3125,119.7051,127.1866,-7.4815,0.4565,20.9393,2.3333,25.0,CLE,East,Central,Home,Win,240,2,119,28,9,5,3,14,83,43,0.5181,45,27,0.6,38,16,0.4211,22,17,0.7727,8,31,39,28,37,26,28,0,0,0,0,50.0,65.1163,0.642,0.6145,20.5128,79.4872,8.8513,5.344,3.2064,6.6667,1.4337,99.75,83.125,127.1866,119.7051,7.4815,0.5119,21.5916,3.1111,55.5556,93.5633,93.5633
2017-10-24,07:00,Regular,Scott,Kevin,Zarba,Zach,DeRosa,Joe,CLE,East,Central,Home,Win,240,2,119,28,9,5,3,14,83,43,0.5181,45,27,0.6,38,16,0.4211,22,17,0.7727,8,31,39,28,37,26,28,0,0,0,0,50.0,65.1163,0.642,0.6145,20.5128,79.4872,8.8513,5.344,3.2064,6.6667,1.4337,99.75,83.125,127.1866,119.7051,7.4815,0.5119,21.5916,3.1111,55.5556,CHI,East,Central,Away,Loss,240,2,112,28,12,3,3,20,88,42,0.4773,55,25,0.4545,33,17,0.5152,13,11,0.8462,8,31,39,38,30,24,20,0,0,0,0,50.0,66.6667,0.5975,0.5739,20.5128,79.4872,11.3507,3.2064,3.2064,5.4545,1.2727,84.375,70.3125,119.7051,127.1866,-7.4815,0.4565,20.9393,2.3333,25.0,93.5633,93.5633
2017-10-24,07:00,Regular,Goble,Jacyn,Tiven,Josh,Lewis,Eric,BKN,East,Atlantic,Away,Loss,241,2,121,21,16,8,4,27,96,40,0.4167,59,29,0.4915,37,11,0.2973,34,30,0.8824,14,35,49,30,31,35,25,0,0,0,0,52.6882,52.5,0.5452,0.474,26.9231,85.3659,12.6024,7.5154,3.7577,6.7797,1.2604,80.0,66.39,113.6712,117.4289,-3.7577,0.4082,14.193,1.3125,50.0,ORL,East,Southeast,Home,Win,237,2,125,20,11,8,5,23,83,41,0.494,60,33,0.55,23,8,0.3478,40,35,0.875,6,38,44,30,31,26,38,0,0,0,0,47.3118,48.7805,0.6213,0.5422,13.6364,86.3636,9.8566,7.5154,4.6972,8.3333,1.506,92.75,78.27,117.4289,113.6712,3.7577,0.4659,15.1976,1.8182,72.7273,106.4474,106.0057
2017-10-24,07:00,Regular,Goble,Jacyn,Tiven,Josh,Lewis,Eric,ORL,East,Southeast,Home,Win,237,2,125,20,11,8,5,23,83,41,0.494,60,33,0.55,23,8,0.3478,40,35,0.875,6,38,44,30,31,26,38,0,0,0,0,47.3118,48.7805,0.6213,0.5422,14.6341,73.0769,9.8566,7.5154,4.6972,8.3333,1.506,92.75,78.27,117.4289,113.6712,3.7577,0.4659,15.1976,1.8182,72.7273,BKN,East,Atlantic,Away,Loss,241,2,121,21,16,8,4,27,96,40,0.4167,59,29,0.4915,37,11,0.2973,34,30,0.8824,14,35,49,30,31,35,25,0,0,0,0,52.6882,52.5,0.5452,0.474,28.5714,71.4286,12.6024,7.5154,3.7577,6.7797,1.2604,80.0,66.39,113.6712,117.4289,-3.7577,0.4082,14.193,1.3125,50.0,106.4474,107.7948
2017-10-24,07:30,Regular,Dalen,Eric,Smith,Aaron,Callahan,Mike,NY,East,Atlantic,Away,Loss,242,2,89,20,14,8,2,17,85,36,0.4235,73,35,0.4795,12,1,0.0833,25,16,0.64,11,32,43,17,16,27,29,0,0,0,0,51.1905,55.5556,0.4635,0.4294,23.4043,86.4865,12.7273,8.3753,2.0938,2.7397,1.0471,58.375,48.2438,93.1751,115.1602,-21.9851,0.4091,15.3846,1.4286,57.1429,BOS,East,Atlantic,Home,Win,241,4,110,26,14,11,7,24,75,37,0.4933,46,23,0.5,29,14,0.4828,27,22,0.8148,5,36,41,30,24,23,33,0,0,0,0,48.8095,70.2703,0.6331,0.5867,12.1951,87.8049,13.8779,11.516,7.3284,15.2174,1.4667,93.625,77.6971,115.1602,93.1751,21.9851,0.4405,20.4918,1.8571,78.5714,95.5191,94.7297
2017-10-24,07:30,Regular,Dalen,Eric,Smith,Aaron,Callahan,Mike,BOS,East,Atlantic,Home,Win,241,4,110,26,14,11,7,24,75,37,0.4933,46,23,0.5,29,14,0.4828,27,22,0.8148,5,36,41,30,24,23,33,0,0,0,0,48.8095,70.2703,0.6331,0.5867,13.5135,76.5957,13.8779,11.516,7.3284,15.2174,1.4667,93.625,77.6971,115.1602,93.1751,21.9851,0.4405,20.4918,1.8571,78.5714,NY,East,Atlantic,Away,Loss,242,2,89,20,14,8,2,17,85,36,0.4235,73,35,0.4795,12,1,0.0833,25,16,0.64,11,32,43,17,16,27,29,0,0,0,0,51.1905,55.5556,0.4635,0.4294,25.5814,74.4186,12.7273,8.3753,2.0938,2.7397,1.0471,58.375,48.2438,93.1751,115.1602,-21.9851,0.4091,15.3846,1.4286,57.1429,95.5191,95.1228
2017-10-24,08:00,Regular,Kogut,Marat,Orr,J.T.,Brothers,Tony,IND,East,Central,Away,Win,238,3,130,31,18,8,2,21,84,56,0.6667,62,46,0.7419,22,10,0.4545,11,8,0.7273,8,34,42,33,28,37,32,0,0,0,0,60.8696,55.3571,0.7317,0.7262,30.7692,79.0698,16.8476,8.158,2.0395,3.2258,1.5476,108.875,91.4916,132.5669,109.1128,23.4541,0.5957,22.4898,1.7222,44.4444,MIN,West,Northwest,Home,Loss,243,2,107,27,14,9,4,14,86,42,0.4884,62,33,0.5323,24,9,0.375,22,14,0.6364,9,18,27,20,41,23,23,0,0,0,0,39.1304,64.2857,0.5592,0.5407,33.3333,66.6667,12.7644,9.1777,4.079,6.4516,1.2442,75.75,62.3457,109.1128,132.5669,-23.4541,0.4615,19.7542,1.9286,64.2857,98.0637,98.8878
2017-10-24,08:00,Regular,Kogut,Marat,Orr,J.T.,Brothers,Tony,MIN,West,Northwest,Home,Loss,243,2,107,27,14,9,4,14,86,42,0.4884,62,33,0.5323,24,9,0.375,22,14,0.6364,9,18,27,20,41,23,23,0,0,0,0,39.1304,64.2857,0.5592,0.5407,20.9302,69.2308,12.7644,9.1777,4.079,6.4516,1.2442,75.75,62.3457,109.1128,132.5669,-23.4541,0.4615,19.7542,1.9286,64.2857,IND,East,Central,Away,Win,238,3,130,31,18,8,2,21,84,56,0.6667,62,46,0.7419,22,10,0.4545,11,8,0.7273,8,34,42,33,28,37,32,0,0,0,0,60.8696,55.3571,0.7317,0.7262,19.0476,80.9524,16.8476,8.158,2.0395,3.2258,1.5476,108.875,91.4916,132.5669,109.1128,23.4541,0.5957,22.4898,1.7222,44.4444,98.0637,96.853
2017-10-24,10:00,Regular,Kennedy,Bill,Richardson,Derek,Ayotte,Mark,NO,West,Southwest,Away,Loss,241,2,93,17,17,5,7,26,76,30,0.3947,46,21,0.4565,30,9,0.3,32,24,0.75,4,38,42,19,29,25,20,0,0,0,0,40.0,56.6667,0.5162,0.4539,8.1633,67.8571,15.876,4.9244,6.8942,15.2174,1.2237,55.5,46.0581,91.5944,101.4433,-9.8489,0.3371,13.7008,1.0,29.4118,POR,West,Northwest,Home,Win,240,3,103,17,19,7,7,22,88,33,0.375,59,23,0.3898,29,10,0.3448,33,27,0.8182,18,45,63,29,18,24,32,0,0,0,0,60.0,51.5152,0.5023,0.4318,28.5714,71.4286,15.6353,6.8942,6.8942,11.8644,1.1705,77.375,64.4792,101.4433,91.5944,9.8489,0.3708,12.2726,0.8947,36.8421,101.5346,101.1133
2017-10-24,10:00,Regular,Kennedy,Bill,Richardson,Derek,Ayotte,Mark,POR,West,Northwest,Home,Win,240,3,103,17,19,7,7,22,88,33,0.375,59,23,0.3898,29,10,0.3448,33,27,0.8182,18,45,63,29,18,24,32,0,0,0,0,60.0,51.5152,0.5023,0.4318,32.1429,91.8367,15.6353,6.8942,6.8942,11.8644,1.1705,77.375,64.4792,101.4433,91.5944,9.8489,0.3708,12.2726,0.8947,36.8421,NO,West,Southwest,Away,Loss,241,2,93,17,17,5,7,26,76,30,0.3947,46,21,0.4565,30,9,0.3,32,24,0.75,4,38,42,19,29,25,20,0,0,0,0,40.0,56.6667,0.5162,0.4539,9.5238,90.4762,15.876,4.9244,6.8942,15.2174,1.2237,55.5,46.0581,91.5944,101.4433,-9.8489,0.3371,13.7008,1.0,29.4118,101.5346,101.5346
2017-10-24,10:30,Regular,Van Duyne,Justin,Corbin,Sean,Boland,Matt,UTA,West,Northwest,Away,Loss,240,3,84,20,18,7,7,23,79,34,0.4304,51,27,0.5294,28,7,0.25,11,9,0.8182,8,33,41,20,21,15,28,0,0,0,0,48.2353,58.8235,0.501,0.4747,19.5122,75.0,17.6748,7.5825,7.5825,13.7255,1.0633,57.875,48.2292,90.9898,110.4877,-19.4979,0.382,16.415,1.1111,38.8889,LAC,West,Pacific,Home,Win,240,3,102,21,13,12,4,16,83,39,0.4699,54,29,0.537,29,10,0.3448,21,14,0.6667,11,33,44,27,15,33,27,0,0,0,0,51.7647,53.8462,0.5529,0.5301,25.0,75.0,12.3527,12.9985,4.3328,7.4074,1.2289,83.625,69.6875,110.4877,90.9898,19.4979,0.4588,16.635,1.6154,92.3077,92.318,92.318
2017-10-24,10:30,Regular,Van Duyne,Justin,Corbin,Sean,Boland,Matt,LAC,West,Pacific,Home,Win,240,3,102,21,13,12,4,16,83,39,0.4699,54,29,0.537,29,10,0.3448,21,14,0.6667,11,33,44,27,15,33,27,0,0,0,0,51.7647,53.8462,0.5529,0.5301,25.0,80.4878,12.3527,12.9985,4.3328,7.4074,1.2289,83.625,69.6875,110.4877,90.9898,19.4979,0.4588,16.635,1.6154,92.3077,UTA,West,Northwest,Away,Loss,240,3,84,20,18,7,7,23,79,34,0.4304,51,27,0.5294,28,7,0.25,11,9,0.8182,8,33,41,20,21,15,28,0,0,0,0,48.2353,58.8235,0.501,0.4747,19.5122,80.4878,17.6748,7.5825,7.5825,13.7255,1.0633,57.875,48.2292,90.9898,110.4877,-19.4979,0.382,16.415,1.1111,38.8889,92.318,92.318
2017-10-25,07:00,Regular,Foster,Scott,Brown,Tony,Adair,Brandon,DEN,West,Northwest,Away,Loss,240,1,93,18,14,6,1,23,99,38,0.3838,68,30,0.4412,31,8,0.2581,15,9,0.6,17,33,50,23,16,29,25,0,0,0,0,50.5051,47.3684,0.4403,0.4242,29.8246,78.5714,11.7057,6.1758,1.0293,1.4706,0.9394,54.375,45.3125,95.7254,113.2236,-17.4982,0.3958,13.0814,1.2857,42.8571,CHA,East,Southeast,Home,Win,240,1,110,18,14,5,5,16,80,38,0.475,50,25,0.5,30,13,0.4333,26,21,0.8077,9,40,49,27,35,23,25,0,0,0,0,49.4949,47.3684,0.6015,0.5563,18.3673,81.6327,13.2777,5.1465,5.1465,10.0,1.375,85.25,71.0417,113.2236,95.7254,17.4982,0.4471,14.582,1.2857,35.7143,97.1529,97.1529
2017-10-25,07:00,Regular,Foster,Scott,Brown,Tony,Adair,Brandon,CHA,East,Southeast,Home,Win,240,1,110,18,14,5,5,16,80,38,0.475,50,25,0.5,30,13,0.4333,26,21,0.8077,9,40,49,27,35,23,25,0,0,0,0,49.4949,47.3684,0.6015,0.5563,21.4286,70.1754,13.2777,5.1465,5.1465,10.0,1.375,85.25,71.0417,113.2236,95.7254,17.4982,0.4471,14.582,1.2857,35.7143,DEN,West,Northwest,Away,Loss,240,1,93,18,14,6,1,23,99,38,0.3838,68,30,0.4412,31,8,0.2581,15,9,0.6,17,33,50,23,16,29,25,0,0,0,0,50.5051,47.3684,0.4403,0.4242,34.0,66.0,11.7057,6.1758,1.0293,1.4706,0.9394,54.375,45.3125,95.7254,113.2236,-17.4982,0.3958,13.0814,1.2857,42.8571,97.1529,97.1529
